Et_eV,Sn_cm2,Sp_cm2,k,BG,Prediction,Actual,Predict,PredictProba
0.014764729,-16.12664894,-14.97290146,-1.153747478,1,TRUE,1,1,0.739894641
-0.292715543,-15.56840971,-15.99156062,0.423150908,0,TRUE,0,0,0.999932164
-0.027898181,-16.24864302,-14.2756497,-1.972993318,0,FALSE,0,1,0.727788576
-0.229489689,-13.20716163,-15.41858815,2.211426528,0,TRUE,0,0,0.997948027
-0.222768642,-14.89485035,-14.20994536,-0.684904993,0,TRUE,0,0,0.999920041
0.191764399,-16.27115423,-16.70987455,0.438720316,1,TRUE,1,1,0.999847919
0.20377875,-13.68281464,-14.19366233,0.510847693,1,TRUE,1,1,0.99998703
0.190990561,-15.27701961,-14.18257979,-1.094439824,1,TRUE,1,1,0.565106995
0.030021994,-15.28885118,-16.40854123,1.11969005,1,TRUE,1,1,0.513166261
0.072631352,-15.94990727,-13.12081946,-2.829087804,1,TRUE,1,1,0.802317575
0.176729573,-15.23637089,-13.61991962,-1.616451276,1,TRUE,1,1,0.691968468
0.116372568,-15.37260823,-15.8674352,0.494826973,1,TRUE,1,1,0.53862999
-0.35476201,-13.32517732,-13.2509371,-0.074240223,0,TRUE,0,0,0.561953603
0.089221395,-14.73630868,-15.93564837,1.199339693,1,TRUE,1,1,0.983007587
0.27353794,-13.97674989,-13.65043637,-0.326313528,1,TRUE,1,1,0.992978356
0.191587563,-14.29530345,-14.72652285,0.431219406,1,TRUE,1,1,0.999854862
-0.066415359,-16.03659431,-15.91154297,-0.125051347,0,TRUE,0,0,0.560943605
0.306969657,-15.46119425,-15.20011689,-0.261077363,1,TRUE,1,1,0.987725397
-0.156565856,-15.93527809,-16.21573549,0.280457398,0,TRUE,0,0,0.595453877
0.054971195,-16.40397483,-16.04144155,-0.362533273,1,FALSE,1,0,0.525230301
0.001674449,-16.28658937,-15.51337524,-0.773214127,1,TRUE,1,1,0.654297222
-0.009412359,-16.98567906,-16.4340995,-0.551579554,0,TRUE,0,0,0.515832065
0.010726746,-15.49366804,-13.63047631,-1.863191728,1,TRUE,1,1,0.789428211
-0.089196083,-16.01030155,-14.91614119,-1.09416036,0,FALSE,0,1,0.507887782
-0.152097705,-13.73755558,-14.79803006,1.060474484,0,TRUE,0,0,0.73925759
0.22953215,-14.55549338,-14.64817386,0.092680477,1,TRUE,1,1,0.876009699
0.500095372,-15.82174257,-13.2436894,-2.578053177,1,TRUE,1,1,0.999963965
0.23998872,-14.29818605,-13.38220163,-0.915984418,1,TRUE,1,1,0.89164445
0.33790462,-13.21320381,-14.42300511,1.209801303,1,TRUE,1,1,1
0.076957133,-16.48544858,-15.80484291,-0.680605675,1,TRUE,1,1,0.546540166
-0.112240711,-14.75102447,-14.46372255,-0.287301914,0,TRUE,0,0,0.541245516
-0.201045475,-14.12297385,-16.13504848,2.012074632,0,TRUE,0,0,0.897888164
-0.171884073,-13.33391813,-13.5941842,0.260266064,0,TRUE,0,0,0.764476889
0.192716366,-15.94188896,-13.64484011,-2.297048843,1,TRUE,1,1,0.768475538
-0.265765104,-14.59979474,-13.63023428,-0.969560463,0,TRUE,0,0,0.99999926
-0.126096162,-16.23090201,-15.26881739,-0.96208462,0,TRUE,0,0,0.711102742
-0.285863115,-15.54240095,-16.59251835,1.050117391,0,TRUE,0,0,0.999999995
-0.385707122,-13.37558912,-16.5994524,3.223863281,0,TRUE,0,0,1
0.353012967,-14.82955562,-13.92828097,-0.901274658,1,TRUE,1,1,0.999999894
-0.424788072,-13.35170692,-16.99908409,3.647377172,0,TRUE,0,0,1
-0.190933983,-16.48215383,-16.16083832,-0.321315512,0,TRUE,0,0,0.839310349
0.443262775,-16.32594394,-13.44565067,-2.880293269,1,TRUE,1,1,1
-0.034614583,-13.24256932,-13.62806759,0.385498275,0,TRUE,0,0,0.694398555
-0.039812343,-13.36024535,-16.26338031,2.90313496,0,TRUE,0,0,0.999029045
-0.154875779,-15.79976012,-16.31101936,0.511259234,0,TRUE,0,0,0.585312246
-0.336027792,-13.6579207,-16.15944919,2.501528496,0,TRUE,0,0,1
0.145612704,-13.36401972,-13.49479328,0.130773559,1,FALSE,1,0,0.556956779
0.27104602,-16.13468769,-14.26805407,-1.866633619,1,TRUE,1,1,0.622936426
0.157563241,-13.91839984,-15.53427796,1.615878118,1,TRUE,1,1,1
0.310828331,-14.4164788,-13.03011421,-1.386364589,1,TRUE,1,1,0.999999996
0.190657795,-15.83416841,-14.50694566,-1.327222748,1,TRUE,1,1,0.546578879
-0.149786279,-14.36156513,-15.80007781,1.438512683,0,TRUE,0,0,0.596743118
0.104944028,-16.17306889,-16.18353186,0.010462968,1,FALSE,1,0,0.611966332
-0.133444915,-16.56439277,-13.41109453,-3.153298237,0,TRUE,0,0,0.912145396
-0.200992325,-16.26513306,-14.35845654,-1.906676522,0,TRUE,0,0,0.999994947
-0.056234321,-13.22273762,-15.50727017,2.28453255,0,TRUE,0,0,0.99977416
0.1901535,-13.00675971,-15.71900488,2.712245172,1,TRUE,1,1,1
-0.340588102,-15.24832047,-15.89270381,0.644383344,0,TRUE,0,0,0.999999999
-0.156422473,-13.62933295,-15.75214207,2.122809123,0,TRUE,0,0,0.977165509
-0.257783695,-13.70485125,-13.54851913,-0.156332123,0,TRUE,0,0,0.944633114
-0.085930783,-15.5125707,-14.1582425,-1.354328199,0,FALSE,0,1,0.547007056
0.1024117,-15.3749731,-15.39084231,0.01586921,1,FALSE,1,0,0.599161069
-0.277914991,-14.5996551,-15.88807284,1.288417739,0,TRUE,0,0,0.999999987
-0.292740218,-13.76078637,-16.90817924,3.147392875,0,TRUE,0,0,0.998486967
0.097076425,-14.76993523,-16.58131603,1.811380798,1,TRUE,1,1,0.999999991
0.119461482,-14.14324421,-15.02360607,0.880361854,1,TRUE,1,1,0.997143717
0.240479395,-16.64149552,-15.46573928,-1.175756243,1,TRUE,1,1,0.504378652
0.000699578,-16.77376547,-14.75116909,-2.02259638,1,TRUE,1,1,0.728349086
-0.456301374,-13.14867433,-15.48581424,2.337139908,0,TRUE,0,0,1
0.201497504,-16.01008286,-15.23726351,-0.772819349,1,FALSE,1,0,0.530972142
-0.143377102,-13.15284336,-14.81522483,1.662381463,0,TRUE,0,0,0.714817464
-0.219699462,-15.148253,-16.99324347,1.844990477,0,TRUE,0,0,0.994534478
-0.316510193,-13.10641222,-13.82521449,0.718802266,0,TRUE,0,0,0.999998022
0.105737968,-16.85156719,-15.41719308,-1.434374106,1,TRUE,1,1,0.707555988
0.264453304,-15.86763195,-16.07741271,0.20978076,1,TRUE,1,1,0.946292311
0.16267331,-14.66910719,-13.59927259,-1.069834592,1,TRUE,1,1,0.552524711
0.001645092,-15.82477796,-15.98086642,0.156088453,1,FALSE,1,0,0.589663206
0.327237096,-14.21079939,-13.95012341,-0.260675985,1,TRUE,1,1,0.98049093
0.015145013,-14.23144876,-16.50877607,2.277327308,1,TRUE,1,1,0.79335759
-0.127320902,-13.12781803,-14.89898888,1.77117085,0,TRUE,0,0,0.988803125
-0.211023772,-15.66679334,-14.56488274,-1.101910598,0,TRUE,0,0,0.999962022
-0.154375753,-15.20708028,-14.89763421,-0.309446068,0,FALSE,0,1,0.525252513
0.283482921,-14.27362114,-13.25660459,-1.017016546,1,TRUE,1,1,0.999996609
0.026237252,-15.72824397,-13.70976111,-2.018482859,1,TRUE,1,1,0.796665601
0.180267847,-16.53986483,-16.69584063,0.155975792,1,TRUE,1,1,0.55890636
-0.110258343,-13.53221562,-13.53504213,0.002826512,0,FALSE,0,1,0.538138917
-0.014635222,-14.18715532,-16.46903493,2.281879609,0,TRUE,0,0,0.947338209
0.18861955,-13.66385502,-16.46871731,2.804862288,1,TRUE,1,1,1
-6.26642E-05,-15.22266047,-14.83320661,-0.389453859,0,FALSE,0,1,0.50863308
-0.186376182,-13.93485952,-14.47629233,0.541432808,0,TRUE,0,0,0.908138495
-0.429246406,-13.63024146,-13.76423262,0.133991167,0,TRUE,0,0,0.779203482
-0.407096011,-13.54690848,-13.03552838,-0.511380101,0,TRUE,0,0,0.959591394
-0.162117335,-13.79864024,-15.19486594,1.396225703,0,TRUE,0,0,0.758775021
-0.274588579,-15.22880791,-16.12230267,0.893494759,0,TRUE,0,0,0.999999993
-0.009301439,-16.29561257,-13.19890993,-3.096702636,0,FALSE,0,1,0.755287112
0.008264363,-16.37897388,-14.44355489,-1.935418989,1,TRUE,1,1,0.756823508
0.287348103,-16.47739464,-13.01563284,-3.461761809,1,TRUE,1,1,0.738049686
0.119418665,-13.85229308,-15.1779059,1.325612818,1,TRUE,1,1,0.999999993
0.132826952,-14.61249778,-15.16001683,0.547519052,1,TRUE,1,1,0.900275638
-0.062271634,-14.08499517,-16.74268999,2.657694825,0,TRUE,0,0,0.999583381
-0.393390706,-13.20907456,-14.95455746,1.7454829,0,TRUE,0,0,1
0.276751721,-15.40991316,-13.21429257,-2.195620595,1,TRUE,1,1,0.654411015
0.48131297,-14.91975443,-13.45517019,-1.464584244,1,TRUE,1,1,0.953098406
-0.042032127,-14.54451153,-16.28156179,1.73705026,0,TRUE,0,0,0.987840387
-0.021300668,-13.95186419,-13.25600126,-0.695862929,0,FALSE,0,1,0.648579305
0.196344096,-14.4328384,-16.5409074,2.108069001,1,TRUE,1,1,1
-0.130676472,-16.63861098,-15.10513969,-1.533471297,0,TRUE,0,0,0.872179959
0.306841089,-15.75219467,-15.54655451,-0.205640153,1,TRUE,1,1,0.977071892
-0.192306031,-13.01400994,-15.91955979,2.905549853,0,TRUE,0,0,0.999735428
-0.106225654,-13.17025919,-16.54182198,3.371562793,0,TRUE,0,0,0.999950534
-0.28901885,-13.04137006,-15.13565038,2.094280324,0,TRUE,0,0,0.999999998
0.44876366,-13.95395444,-13.6918269,-0.262127542,1,TRUE,1,1,0.589561732
0.118419374,-16.24071766,-16.93266321,0.69194555,1,TRUE,1,1,0.799011801
-0.280095086,-13.11561885,-15.39472692,2.279108063,0,TRUE,0,0,1
0.189542397,-13.58056491,-13.16742885,-0.413136061,1,TRUE,1,1,0.766582163
0.441508845,-14.07532453,-13.73348893,-0.341835595,1,TRUE,1,1,0.787086669
0.130767398,-14.60805973,-14.02244978,-0.585609953,1,TRUE,1,1,0.523884829
-0.079827902,-15.87863227,-16.8161654,0.937533124,0,TRUE,0,0,0.620248077
0.24202232,-16.55334903,-14.34141496,-2.211934074,1,TRUE,1,1,0.562842487
0.138925856,-16.68605119,-14.00183039,-2.684220801,1,TRUE,1,1,0.760360004
0.076940536,-15.22831844,-16.56052056,1.332202119,1,TRUE,1,1,0.960288047
-0.279139402,-13.28116989,-13.44492024,0.16375035,0,TRUE,0,0,0.998710545
-0.131789049,-14.89626731,-16.31710305,1.420835741,0,TRUE,0,0,0.563238993
-0.134822515,-16.24005182,-13.84519268,-2.394859137,0,TRUE,0,0,0.913391676
0.127699297,-15.03349396,-13.50149678,-1.531997181,1,TRUE,1,1,0.770185634
-0.180169924,-14.27013254,-13.55794088,-0.712191659,0,TRUE,0,0,0.985440317
-0.242316587,-14.95774083,-15.15347406,0.195733231,0,TRUE,0,0,0.951961998
0.139348981,-15.2367551,-13.20106471,-2.035690383,1,TRUE,1,1,0.796686462
-0.435948546,-13.03540052,-15.06661999,2.031219468,0,TRUE,0,0,1
0.198878873,-16.90851427,-14.59992327,-2.308591,1,TRUE,1,1,0.700345889
0.23861404,-15.98297537,-14.98949274,-0.993482636,1,TRUE,1,1,0.562909211
-0.053866766,-16.64352678,-15.6194884,-1.024038379,0,FALSE,0,1,0.56932723
0.034773337,-14.03907756,-14.16645821,0.127380656,1,FALSE,1,0,0.582127953
0.379387162,-13.34987722,-13.46837034,0.118493115,1,TRUE,1,1,0.971626559
-0.0386044,-13.06151209,-13.13679829,0.075286208,0,TRUE,0,0,0.501690518
0.244211991,-14.59429371,-16.20957696,1.61528325,1,TRUE,1,1,1
0.413518767,-15.86168419,-13.80710173,-2.054582456,1,TRUE,1,1,1
-0.285931705,-14.4353744,-13.61605774,-0.819316658,0,TRUE,0,0,0.99987809
0.024729348,-15.6368093,-14.9922708,-0.644538499,1,TRUE,1,1,0.666897328
0.120811477,-16.99897233,-13.32435622,-3.674616109,1,TRUE,1,1,0.745311154
-0.467301904,-13.5955368,-16.15762086,2.562084053,0,TRUE,0,0,1
-0.264990436,-15.94770976,-15.79188814,-0.15582162,0,TRUE,0,0,0.83062397
-0.049191278,-15.47052879,-16.16390582,0.693377028,0,TRUE,0,0,0.646131367
-0.21852788,-14.32311271,-15.02789858,0.704785865,0,TRUE,0,0,0.999975848
-0.157517122,-16.42676099,-14.66844005,-1.758320946,0,TRUE,0,0,0.978377826
-0.060894228,-13.87844745,-14.31614716,0.437699718,0,TRUE,0,0,0.602129135
-0.083455817,-15.58777707,-15.64881495,0.06103788,0,TRUE,0,0,0.573923398
0.111262922,-13.59715266,-14.83727737,1.240124711,1,TRUE,1,1,0.999998575
0.076567874,-14.5065761,-14.30480171,-0.201774398,1,FALSE,1,0,0.536621584
0.142122915,-15.10084533,-15.34739075,0.246545416,1,TRUE,1,1,0.531670044
0.286401891,-13.38729065,-13.2062807,-0.181009945,1,TRUE,1,1,0.972339885
-0.247793373,-14.14437383,-13.20361941,-0.940754418,0,TRUE,0,0,0.999954496
0.024441632,-16.9326133,-13.29802875,-3.634584544,1,TRUE,1,1,0.737265057
0.309039741,-14.28335512,-13.99415406,-0.28920106,1,TRUE,1,1,0.975245293
-0.104904417,-14.60034606,-15.20996801,0.609621948,0,TRUE,0,0,0.570688247
0.414000749,-13.164929,-13.35338324,0.188454239,1,TRUE,1,1,0.875131962
0.151083562,-16.99519305,-13.6184208,-3.376772249,1,TRUE,1,1,0.745071566
-0.292933825,-13.58178738,-16.88949128,3.307703896,0,TRUE,0,0,0.985151275
-0.056413318,-13.94744436,-16.56135484,2.613910476,0,TRUE,0,0,0.99950177
-0.172891345,-15.3427385,-13.33213715,-2.010601351,0,TRUE,0,0,0.999368753
-0.056127255,-16.46190943,-16.18956894,-0.272340485,0,TRUE,0,0,0.535993375
-0.419210509,-13.18108146,-15.33149149,2.150410037,0,TRUE,0,0,1
-0.153955056,-14.88513648,-15.35734513,0.472208653,0,TRUE,0,0,0.555985976
0.306702221,-15.15819752,-14.90908185,-0.249115664,1,TRUE,1,1,0.980226944
0.048832401,-16.02362649,-16.14419958,0.120573093,1,FALSE,1,0,0.583126376
0.238305823,-14.49136683,-14.3102771,-0.181089734,1,TRUE,1,1,0.73265964
-0.248096583,-13.29391782,-13.80721133,0.51329351,0,TRUE,0,0,0.999981033
-0.03028657,-16.11305472,-15.62218357,-0.490871145,0,TRUE,0,0,0.512020029
-0.156798094,-13.20802612,-13.97323238,0.765206255,0,TRUE,0,0,0.82401391
0.041938001,-13.38960246,-14.59622457,1.206622108,1,TRUE,1,1,0.653372506
0.333458337,-14.37894454,-15.13756892,0.75862438,1,TRUE,1,1,1
0.091327024,-14.59778581,-13.34269825,-1.255087558,1,TRUE,1,1,0.763057765
0.155579075,-15.05263552,-13.28527416,-1.767361354,1,TRUE,1,1,0.770727854
0.126198508,-14.72286337,-13.15185413,-1.571009238,1,TRUE,1,1,0.747618462
-0.009184413,-13.8692717,-14.37228486,0.503013158,0,TRUE,0,0,0.687259188
-0.010205936,-13.85092896,-16.36854783,2.51761887,0,TRUE,0,0,0.892269023
-0.511716851,-13.15368272,-16.73051967,3.576836952,0,TRUE,0,0,1
0.080939354,-14.37396204,-14.34024644,-0.033715594,1,FALSE,1,0,0.547836308
-0.214435895,-14.58985649,-16.39321726,1.803360773,0,TRUE,0,0,0.993956425
-0.25212515,-14.48222963,-16.11992788,1.637698254,0,TRUE,0,0,0.999999979
0.261010422,-13.80217966,-13.53312699,-0.269052668,1,TRUE,1,1,0.957505772
-0.082573935,-15.77854999,-16.83611222,1.05756223,0,TRUE,0,0,0.65482658
0.217909583,-15.55946235,-14.98013897,-0.57932338,1,TRUE,1,1,0.573229205
-0.088510635,-15.77603452,-16.05733351,0.281298982,0,TRUE,0,0,0.566562475
-0.036289489,-15.59285569,-14.61532718,-0.977528517,0,FALSE,0,1,0.688551452
-0.161022531,-13.24094222,-13.44070199,0.199759763,0,TRUE,0,0,0.707883908
-0.069525217,-16.91552207,-14.8500492,-2.065472869,0,FALSE,0,1,0.5195843
-0.329021078,-15.16389391,-15.51492594,0.351032035,0,TRUE,0,0,0.999993542
0.145724097,-13.68240671,-15.30918945,1.626782732,1,TRUE,1,1,1
0.016143343,-14.1138335,-15.3339738,1.220140292,1,FALSE,1,0,0.502195526
0.024722937,-13.34368986,-13.23826499,-0.105424879,1,TRUE,1,1,0.554809281
0.052065513,-16.80553464,-15.06114457,-1.744390071,1,TRUE,1,1,0.739312863
-0.176060194,-16.78175551,-13.15670639,-3.625049118,0,TRUE,0,0,0.99784459
0.179087934,-14.49939631,-15.6675705,1.168174193,1,TRUE,1,1,1
0.054983641,-14.09444125,-13.71598779,-0.378453465,1,TRUE,1,1,0.545221892
-0.011403639,-14.6587053,-14.33970425,-0.319001043,0,FALSE,0,1,0.510074977
0.152055709,-16.82947334,-14.88749103,-1.941982314,1,TRUE,1,1,0.720768367
-0.094161069,-13.74630411,-15.73563497,1.989330854,0,TRUE,0,0,0.999414943
-0.088740526,-14.7478253,-14.27626284,-0.471562465,0,FALSE,0,1,0.515912351
0.133497544,-13.24917465,-15.67236624,2.423191595,1,TRUE,1,1,1
-0.271522704,-16.1653374,-14.52420309,-1.641134311,0,TRUE,0,0,0.999999916
0.070746743,-15.03178047,-16.72522431,1.69344384,1,TRUE,1,1,0.996957661
0.10228926,-15.45548027,-14.0474501,-1.408030171,1,TRUE,1,1,0.769347077
0.038152987,-16.10737025,-15.8565767,-0.250793556,1,FALSE,1,0,0.519009174
0.089687703,-13.95777235,-16.79792384,2.840151484,1,TRUE,1,1,1
0.340580221,-16.91935317,-14.21951562,-2.699837554,1,TRUE,1,1,0.851893043
0.101815634,-15.38871624,-16.92702169,1.538305454,1,TRUE,1,1,0.999996713
0.113805076,-13.7310228,-15.82811668,2.097093879,1,TRUE,1,1,1
0.105703556,-16.20135864,-14.91492112,-1.28643752,1,TRUE,1,1,0.73088931
-0.260646178,-13.44047338,-13.13804362,-0.302429761,0,TRUE,0,0,0.99328983
-0.193568048,-16.38080862,-14.15930691,-2.221501715,0,TRUE,0,0,0.999987107
0.334192581,-14.27318624,-14.21111693,-0.062069312,1,TRUE,1,1,0.595989444
-0.298477177,-13.80750829,-15.16133401,1.353825725,0,TRUE,0,0,0.999999985
0.186473261,-15.30071151,-15.70086263,0.400151121,1,TRUE,1,1,0.998499537
0.438236605,-13.54598989,-13.78780318,0.241813293,1,TRUE,1,1,0.619447487
-0.195224308,-14.66855783,-14.20348024,-0.465077595,0,TRUE,0,0,0.984681197
-0.239477237,-13.37596396,-15.97245835,2.596494397,0,TRUE,0,0,0.957945373
0.04916871,-15.60057144,-15.1840344,-0.416537041,1,FALSE,1,0,0.505732776
-0.314211192,-13.25929866,-15.58381029,2.324511638,0,TRUE,0,0,1
-0.498931696,-13.33927313,-13.79674866,0.457475535,0,FALSE,0,1,0.607467752
-0.030698035,-14.735534,-14.56396379,-0.17157021,0,TRUE,0,0,0.50926303
0.051399011,-15.55355305,-13.64347734,-1.910075711,1,TRUE,1,1,0.799423866
0.055136861,-14.84506706,-16.7628503,1.917783237,1,TRUE,1,1,0.992240478
0.271849276,-16.90707721,-14.76824099,-2.138836212,1,TRUE,1,1,0.533238417
-0.105177864,-16.27200981,-15.46581479,-0.80619502,0,TRUE,0,0,0.552614443
0.24565733,-14.55482942,-14.04883164,-0.505997779,1,TRUE,1,1,0.995170641
0.126157383,-15.43062517,-13.95806421,-1.472560959,1,TRUE,1,1,0.759591583
-0.094201108,-14.76620326,-15.68256658,0.916363325,0,TRUE,0,0,0.559323748
-0.187273326,-13.41224306,-16.17689486,2.764651807,0,TRUE,0,0,0.999038724
0.414783717,-16.00401368,-13.55145608,-2.452557605,1,TRUE,1,1,1
0.164782537,-13.42992303,-13.14895317,-0.280969862,1,TRUE,1,1,0.721609486
-0.083313669,-13.02073706,-14.13682891,1.116091848,0,TRUE,0,0,0.797668979
0.452514141,-15.19409359,-13.10997623,-2.084117367,1,TRUE,1,1,1
0.487454835,-15.39352,-13.11182427,-2.281695738,1,TRUE,1,1,0.999820617
0.140286702,-14.28947633,-13.06762838,-1.221847952,1,TRUE,1,1,0.598280003
0.014854635,-16.57876507,-13.70505541,-2.87370966,1,TRUE,1,1,0.754486081
0.386976222,-14.70624646,-13.39824256,-1.308003904,1,TRUE,1,1,1
-0.088140258,-15.11364402,-14.42264206,-0.691001956,0,FALSE,0,1,0.53585804
-0.168646602,-13.02287305,-15.59168104,2.568807989,0,TRUE,0,0,0.999662538
-0.095279821,-14.1514846,-16.76199122,2.610506617,0,TRUE,0,0,0.999846279
0.253130303,-13.19401358,-14.02246252,0.82844894,1,TRUE,1,1,1
0.05849157,-16.91692671,-15.38918137,-1.527745335,1,TRUE,1,1,0.724196641
-0.129246944,-15.14316019,-14.40893401,-0.734226172,0,TRUE,0,0,0.601076762
-0.192804999,-13.34578587,-13.17111113,-0.174674748,0,TRUE,0,0,0.589832955
0.300757789,-16.00254099,-13.82736348,-2.175177507,1,TRUE,1,1,0.779956923
0.330733392,-16.18663889,-13.35542944,-2.831209451,1,TRUE,1,1,0.714645502
0.195783885,-15.3313513,-13.53864897,-1.792702325,1,TRUE,1,1,0.679210514
-0.013455193,-13.24142912,-14.63178375,1.390354636,0,TRUE,0,0,0.921175437
-0.059984877,-13.8607975,-15.28702514,1.42622764,0,TRUE,0,0,0.987540846
-0.243430263,-14.41865759,-14.85747491,0.438817322,0,TRUE,0,0,0.999790009
0.100925929,-15.07519065,-16.46046091,1.385270253,1,TRUE,1,1,0.999855295
0.118274244,-13.76722976,-16.04935182,2.282122062,1,TRUE,1,1,1
0.172089479,-16.98546695,-15.61944584,-1.366021111,1,TRUE,1,1,0.529250375
-0.309502333,-13.63044866,-15.55829164,1.927842978,0,TRUE,0,0,0.999999965
-0.268272143,-13.41130113,-16.41208419,3.000783064,0,TRUE,0,0,0.97029494
0.071052671,-13.29385616,-13.80816396,0.514307799,1,TRUE,1,1,0.602208933
0.407131683,-14.25469017,-13.33863814,-0.916052025,1,TRUE,1,1,0.999999957
-0.19411855,-16.21585471,-16.74313803,0.527283322,0,TRUE,0,0,0.712355371
0.011136171,-13.71495242,-15.24817798,1.533225562,1,TRUE,1,1,0.560854273
-0.128071698,-16.5962543,-14.79737475,-1.798879548,0,TRUE,0,0,0.869774435
-0.107368569,-14.07447142,-16.25244397,2.177972548,0,TRUE,0,0,0.999425708
0.063251029,-15.97542642,-13.95236835,-2.023058076,1,TRUE,1,1,0.794829895
-0.393851138,-13.74153774,-14.47047942,0.728941678,0,TRUE,0,0,1
-0.078735449,-13.16207888,-13.7853065,0.623227626,0,TRUE,0,0,0.605414966
-0.068838892,-14.94987432,-13.32123651,-1.628637806,0,FALSE,0,1,0.558894697
0.0019145,-14.56257479,-13.34348723,-1.219087552,1,TRUE,1,1,0.759415256
-0.056418711,-14.64143409,-16.69153563,2.050101539,0,TRUE,0,0,0.997381665
-0.162034211,-14.68750718,-16.2834847,1.595977515,0,TRUE,0,0,0.633152312
-0.276252341,-14.74565486,-14.70083386,-0.044820998,0,FALSE,0,1,0.629655133
-0.256677669,-13.20423304,-16.36264383,3.158410792,0,TRUE,0,0,0.862785786
0.254447631,-13.87903023,-13.31410166,-0.564928563,1,TRUE,1,1,0.999145074
0.165828547,-14.59962744,-14.77838998,0.178762542,1,TRUE,1,1,0.731930386
0.394112022,-15.83361211,-13.10736737,-2.726244733,1,TRUE,1,1,0.999999999
-0.310302432,-14.40862907,-14.05046971,-0.358159361,0,TRUE,0,0,0.99793333
0.191339781,-13.93812816,-16.39927039,2.461142231,1,TRUE,1,1,1
0.176848403,-15.06091398,-16.87777608,1.816862102,1,TRUE,1,1,1
0.239063371,-16.83945444,-15.54300988,-1.296444567,1,FALSE,1,0,0.524794563
-0.384658554,-13.87737125,-15.46300563,1.58563437,0,TRUE,0,0,1
0.166517123,-15.23451213,-13.21527453,-2.019237597,1,TRUE,1,1,0.780832559
0.307771932,-16.93141828,-13.64603587,-3.285382409,1,TRUE,1,1,0.631621851
0.224083922,-14.13169734,-15.17625093,1.044553588,1,TRUE,1,1,1
0.172659929,-14.29319395,-13.40584974,-0.887344207,1,FALSE,1,0,0.526891456
0.317641192,-16.88565207,-15.28373309,-1.601918983,1,TRUE,1,1,0.999999915
-0.301414072,-15.80328714,-15.25282403,-0.550463104,0,TRUE,0,0,0.999581528
-0.435799078,-13.20719676,-14.82146673,1.614269973,0,TRUE,0,0,1
0.234544231,-14.71374036,-14.81881762,0.105077265,1,TRUE,1,1,0.920440964
-0.056728595,-13.16581335,-13.01533893,-0.150474417,0,FALSE,0,1,0.574073644
-0.015491652,-15.75892707,-14.51629934,-1.242627737,0,FALSE,0,1,0.748649415
0.204499053,-14.14835681,-13.298663,-0.849693806,1,TRUE,1,1,0.716908076
-0.196408157,-16.81504566,-14.51524244,-2.299803218,0,TRUE,0,0,0.999990172
-0.421911363,-13.58035669,-13.29643019,-0.283926504,0,TRUE,0,0,0.678064187
0.124976807,-16.00443067,-13.07057554,-2.933855136,1,TRUE,1,1,0.800938244
0.315098411,-15.56357235,-13.52442309,-2.039149268,1,TRUE,1,1,0.99226387
0.388621043,-16.1231262,-13.63281826,-2.490307944,1,TRUE,1,1,1
-0.191324866,-13.381819,-15.21245717,1.830638171,0,TRUE,0,0,0.955126192
-0.134914614,-13.71454997,-15.86453805,2.149988075,0,TRUE,0,0,0.998464077
0.402204654,-16.23373065,-13.3512881,-2.882442553,1,TRUE,1,1,0.999999988
0.218377709,-14.10955872,-16.12143987,2.011881146,1,TRUE,1,1,1
-0.092426028,-14.48361694,-16.53516918,2.051552236,0,TRUE,0,0,0.998465772
-0.092847651,-16.47210488,-14.13887534,-2.333229535,0,TRUE,0,0,0.52724208
-0.277120393,-13.74052789,-13.66869394,-0.071833945,0,FALSE,0,1,0.539462302
0.050712487,-16.5231083,-16.56122834,0.03812004,1,FALSE,1,0,0.594611864
-0.054622603,-14.07581631,-16.19571722,2.119900911,0,TRUE,0,0,0.998641471
-0.230499708,-16.59299148,-15.33977207,-1.25321941,0,TRUE,0,0,0.999999908
-0.193972608,-15.07038902,-13.53341009,-1.536978936,0,TRUE,0,0,0.999988382
0.27741853,-15.25068722,-14.48462085,-0.766066372,1,TRUE,1,1,0.999999387
-0.327604762,-15.28938154,-13.78483477,-1.504546769,0,TRUE,0,0,0.999999675
0.151355127,-13.37313733,-14.75748465,1.384347315,1,TRUE,1,1,1
0.233577467,-13.65189256,-13.55920008,-0.092692475,1,FALSE,1,0,0.677313992
-0.125651521,-13.648593,-14.58985757,0.941264565,0,TRUE,0,0,0.537601171
-0.293657125,-14.48415581,-13.4681081,-1.016047711,0,TRUE,0,0,0.999994577
0.034579628,-16.70599103,-14.88511693,-1.820874095,1,TRUE,1,1,0.744693628
-0.392404451,-13.24894205,-15.16569532,1.91675327,0,TRUE,0,0,1
0.330280029,-15.86297962,-13.13199005,-2.730989567,1,TRUE,1,1,0.799457392
-0.214156882,-15.87504929,-14.68556934,-1.189479954,0,TRUE,0,0,0.999950698
0.140774472,-15.11533977,-14.03334579,-1.081993974,1,TRUE,1,1,0.618862911
0.285188666,-13.93569099,-15.16692214,1.231231151,1,TRUE,1,1,1
-0.241085319,-13.20203452,-13.18217866,-0.019855861,0,FALSE,0,1,0.529017253
0.075051966,-16.54870626,-15.48073346,-1.067972806,1,TRUE,1,1,0.696925869
-0.14981298,-15.93144823,-13.97274649,-1.958701736,0,TRUE,0,0,0.968434624
