Name,Et_eV,Sn_cm2,Sp_cm2,k,BG,Actual,Predict
D-216320,0.076597842,-13.84257609,-14.86511719,1.022541103,1,1.022541103,1.020951324
D-206982,-0.108861256,-16.9509596,-14.16423166,-2.786727944,0,-2.786727944,-2.87757472
D-320022,0.20073319,-13.87255366,-13.38399586,-0.488557799,1,-0.488557799,-0.495146366
D-410685,0.277125273,-13.72281825,-15.86462699,2.141808739,1,2.141808739,2.195977655
D-413571,-0.264204066,-16.14731888,-16.40687404,0.259555161,0,0.259555161,0.267888155
D-182284,-0.088308146,-13.11896356,-16.61568641,3.496722855,0,3.496722855,3.485576965
D-011568,0.153513559,-13.00403062,-14.51611222,1.512081598,1,1.512081598,1.495179859
D-001351,0.135657047,-14.24311604,-15.66941315,1.426297108,1,1.426297108,1.429231941
D-075521,-0.074862425,-13.66616456,-16.21727756,2.551112995,0,2.551112995,2.555560548
D-261438,0.110225777,-15.29517465,-13.06957323,-2.225601419,1,-2.225601419,-2.181205063
D-066437,0.020077803,-13.93763641,-14.19265383,0.255017422,1,0.255017422,0.254402747
D-078853,-0.159043529,-16.18105463,-14.16747274,-2.013581882,0,-2.013581882,-2.071319768
D-017959,-0.094024112,-13.90229842,-14.41861194,0.516313528,0,0.516313528,0.517352695
D-235491,-0.196261682,-15.96419989,-16.6779911,0.713791207,0,0.713791207,0.717934947
D-436112,0.257263379,-13.68437649,-13.5753239,-0.109052591,1,-0.109052591,-0.105310825
D-030839,0.003113531,-13.51688271,-16.31356137,2.79667866,1,2.79667866,2.80272524
D-036206,0.008609117,-16.18953571,-15.76359673,-0.425938983,1,-0.425938983,-0.426399029
D-310259,-0.002710911,-15.79553902,-16.03722339,0.241684369,0,0.241684369,0.24290045
D-070369,0.345121388,-13.96096313,-13.69133,-0.26963313,1,-0.26963313,-0.2651589
D-027485,-0.000175463,-16.14577189,-15.23477405,-0.91099784,0,-0.91099784,-0.917451313
D-426649,0.33065474,-15.086971,-14.27040229,-0.81656871,1,-0.81656871,-0.818439972
D-184251,0.393715972,-14.89396123,-13.70356176,-1.190399469,1,-1.190399469,-1.285561276
D-232476,0.134569872,-14.60037614,-14.84287845,0.242502306,1,0.242502306,0.239604727
D-032985,0.244290656,-13.46641939,-15.11943571,1.653016318,1,1.653016318,1.661322565
D-315885,0.115411022,-13.63965698,-16.27275265,2.633095664,1,2.633095664,2.639116111
D-204862,0.099567046,-13.75550024,-14.25555044,0.500050202,1,0.500050202,0.500847877
D-416220,-0.077233512,-13.55918814,-13.20549883,-0.35368931,0,-0.35368931,-0.359645749
D-249180,0.200910625,-15.70062156,-15.35114131,-0.349480249,1,-0.349480249,-0.343756544
D-202386,0.03163875,-14.60007838,-14.87877503,0.27869665,1,0.27869665,0.273769893
D-285401,0.393907263,-13.94684688,-13.35009152,-0.596755352,1,-0.596755352,-0.629641558
D-220383,-0.218348529,-14.94146096,-13.17323653,-1.768224426,0,-1.768224426,-1.785982639
D-005879,-0.009009017,-15.52231065,-16.02962331,0.507312658,0,0.507312658,0.505721936
D-102795,-0.156180859,-13.79582754,-15.42868872,1.632861179,0,1.632861179,1.632321993
D-177685,0.13710617,-14.9387669,-15.77281692,0.834050023,1,0.834050023,0.835908737
D-281654,-0.111591074,-15.39095233,-13.37477805,-2.016174281,0,-2.016174281,-2.021897383
D-485187,0.019271169,-14.51411569,-13.61630879,-0.897806897,1,-0.897806897,-0.898199727
D-101154,-0.022097291,-15.98800584,-15.03444059,-0.953565249,0,-0.953565249,-0.95934114
D-468206,0.11389641,-15.31126271,-16.59877679,1.28751408,1,1.28751408,1.285710729
D-101865,-0.27629182,-15.16125927,-14.01310235,-1.148156926,0,-1.148156926,-1.164632912
D-335848,0.013704175,-16.2455271,-15.03324493,-1.212282164,1,-1.212282164,-1.221594552
D-158081,-0.013671964,-15.49841701,-16.0665068,0.568089792,0,0.568089792,0.567341881
D-287424,0.232930881,-14.17547453,-13.66524697,-0.510227555,1,-0.510227555,-0.508155089
D-118276,0.02335807,-13.07234774,-16.0707397,2.998391962,1,2.998391962,2.988433708
D-363297,0.055199339,-16.62051723,-13.84953211,-2.770985112,1,-2.770985112,-3.105736238
D-233893,0.253977745,-14.25013858,-15.93501763,1.684879058,1,1.684879058,1.686804964
D-380431,-0.384690913,-14.11096283,-14.57295619,0.461993365,0,0.461993365,0.470797159
D-402934,-0.130949918,-13.47786966,-15.57433735,2.096467681,0,2.096467681,2.095036021
D-490077,0.256029367,-16.93610584,-14.63249341,-2.30361243,1,-2.30361243,-2.785348916
D-278611,0.250219576,-16.69822797,-14.40371487,-2.294513103,1,-2.294513103,-2.502055375
D-196027,-0.182785323,-14.78707526,-14.41431464,-0.372760617,0,-0.372760617,-0.376033439
D-118419,0.389958232,-15.93498769,-14.32529994,-1.609687749,1,-1.609687749,-1.629071866
D-306340,-0.148899945,-14.52195803,-15.02715591,0.505197878,0,0.505197878,0.504349872
D-423576,0.013413074,-16.95855969,-16.11708422,-0.841475471,1,-0.841475471,-0.843526213
D-123320,-0.218933444,-13.19954443,-13.37898641,0.179441986,0,0.179441986,0.170611707
D-120669,0.092046373,-14.33471203,-13.6978839,-0.636828127,1,-0.636828127,-0.641202353
D-207767,-0.287497619,-14.48354621,-16.29707373,1.813527522,0,1.813527522,1.81472482
D-263939,-0.31290202,-14.02267257,-14.55839286,0.535720289,0,0.535720289,0.538685304
D-013962,0.239006792,-16.59127841,-13.38537797,-3.20590044,1,-3.20590044,-3.072380229
D-271184,0.052892407,-14.9862094,-16.36069649,1.374487086,1,1.374487086,1.381491989
D-010952,0.298901922,-16.33232003,-15.44425102,-0.888069015,1,-0.888069015,-0.963793312
D-030836,0.405370639,-13.48150843,-13.53962374,0.058115316,1,0.058115316,0.11908535
D-197986,0.308358001,-13.03177555,-15.44843865,2.4166631,1,2.4166631,2.312081615
D-088297,-0.069609047,-14.06507075,-16.82992086,2.764850116,0,2.764850116,2.767374488
D-257063,-0.005136046,-14.49906742,-13.28613288,-1.212934531,0,-1.212934531,-1.227723913
D-204960,0.189456016,-16.08105972,-15.79566979,-0.285389926,1,-0.285389926,-0.281410816
D-306586,-0.06577336,-15.73152844,-13.38591994,-2.345608503,0,-2.345608503,-2.387941442
D-339304,0.129793083,-13.57424662,-13.23406384,-0.340182784,1,-0.340182784,-0.33663039
D-416735,-0.02244779,-14.97785282,-14.78389505,-0.193957762,0,-0.193957762,-0.191204113
D-269292,-0.158105172,-13.14769389,-14.13099599,0.983302099,0,0.983302099,0.984464557
D-347957,-0.282568269,-15.32391156,-16.89007587,1.566164303,0,1.566164303,1.567527412
D-069650,-0.10908123,-13.55091171,-14.12074276,0.569831053,0,0.569831053,0.569970004
D-249307,-0.317008659,-14.38134682,-15.40527688,1.023930061,0,1.023930061,1.016436834
D-343857,-0.33344485,-14.1053755,-16.86820162,2.762826114,0,2.762826114,2.761283676
D-033144,-0.041072296,-16.88694317,-16.77234629,-0.114596879,0,-0.114596879,-0.121888384
D-087332,0.050870738,-13.95429672,-14.00122727,0.046930549,1,0.046930549,0.04782692
D-134645,0.239588644,-14.2202864,-13.56880996,-0.651476444,1,-0.651476444,-0.648509587
D-225249,0.376562105,-16.65014592,-14.41736074,-2.23278518,1,-2.23278518,-2.427498603
D-371418,0.263572703,-15.53860589,-14.67900436,-0.859601535,1,-0.859601535,-0.867510918
D-379193,0.384421396,-14.54358864,-13.21406646,-1.329522188,1,-1.329522188,-1.335546083
D-284212,-0.226320562,-14.33341371,-14.37661425,0.043200536,0,0.043200536,0.041017837
D-110035,0.171683514,-13.8959621,-16.01357141,2.117609307,1,2.117609307,2.11760608
D-051011,0.071291802,-16.03574931,-15.19117178,-0.844577525,1,-0.844577525,-0.848816293
D-033017,-0.403006783,-14.08276485,-16.555008,2.472243146,0,2.472243146,2.475933735
D-442528,0.086889507,-15.29160812,-14.22761056,-1.063997563,1,-1.063997563,-1.0725531
D-363417,0.093667859,-15.72015712,-13.59383144,-2.126325677,1,-2.126325677,-2.141131871
D-385380,-0.425970882,-13.96538787,-13.09313015,-0.872257721,0,-0.872257721,-0.585321985
D-032374,-0.057363591,-15.34362494,-13.18148984,-2.162135101,0,-2.162135101,-2.168872034
D-361862,-0.09657421,-15.88984841,-13.65682044,-2.233027966,0,-2.233027966,-2.348990775
D-008605,0.349490802,-16.71718428,-14.9291261,-1.78805818,1,-1.78805818,-1.852943264
D-352263,-0.077237165,-15.13406231,-13.83576877,-1.29829354,0,-1.29829354,-1.297909216
D-161172,-0.294662516,-13.24924796,-13.64184619,0.392598232,0,0.392598232,0.384036954
D-256566,0.43181189,-15.23006983,-13.18505545,-2.045014378,1,-2.045014378,-2.01050878
D-343446,0.169035163,-14.52376961,-13.63600947,-0.887760137,1,-0.887760137,-0.887039799
D-205842,-0.022740234,-15.62827429,-13.74747624,-1.880798052,0,-1.880798052,-1.95585664
D-442189,0.136591615,-16.15998543,-16.48073204,0.320746603,1,0.320746603,0.317475097
D-445126,-0.406599245,-14.13657456,-16.68073772,2.544163157,0,2.544163157,2.60044395
D-275890,-0.285803624,-14.8721237,-14.5419785,-0.330145203,0,-0.330145203,-0.330283024
D-445795,-0.252212975,-13.11547832,-14.43118593,1.315707613,0,1.315707613,1.314788569
D-154763,-0.369880082,-14.1981155,-14.82419225,0.626076746,0,0.626076746,0.626061709
D-050924,-0.14665516,-15.26710609,-13.53440464,-1.732701457,0,-1.732701457,-1.746192436
D-290981,-0.152346839,-15.74186196,-15.94927048,0.207408514,0,0.207408514,0.209498703
D-132508,-0.397693594,-13.78568762,-13.80183046,0.016142832,0,0.016142832,0.009314051
D-479852,-0.061654886,-15.23062173,-14.30099787,-0.92962386,0,-0.92962386,-0.918186227
D-004160,0.045997656,-14.59228527,-14.96127723,0.368991963,1,0.368991963,0.410173466
D-477426,-0.359287052,-14.35904331,-13.76354209,-0.595501228,0,-0.595501228,-0.554204224
D-184853,0.116088047,-13.07257337,-14.42127547,1.348702095,1,1.348702095,1.352547843
D-003097,0.172873767,-16.22515793,-16.66069147,0.435533535,1,0.435533535,0.434355451
D-137557,0.092224969,-14.91315709,-15.46444672,0.551289626,1,0.551289626,0.552062157
D-497233,-0.036602681,-14.52975311,-13.17301851,-1.356734599,0,-1.356734599,-1.36309478
D-398886,0.255635234,-16.4641617,-15.01079629,-1.453365404,1,-1.453365404,-1.581021232
D-127229,0.056713555,-16.44101464,-16.08984052,-0.351174121,1,-0.351174121,-0.345959703
D-090522,-0.316325357,-15.31935469,-16.85897369,1.539619003,0,1.539619003,1.526915382
D-355153,-0.120435697,-16.56842815,-13.80185558,-2.766572563,0,-2.766572563,-2.864761924
D-201767,-0.196688353,-14.19841402,-13.64726904,-0.551144978,0,-0.551144978,-0.549311287
D-202168,-0.044342225,-14.27089998,-14.20235161,-0.068548375,0,-0.068548375,-0.067335132
D-262102,0.131601592,-16.12232197,-13.57396972,-2.548352247,1,-2.548352247,-2.548055661
D-351696,0.011592106,-14.34285931,-14.63129268,0.288433373,1,0.288433373,0.287790577
D-486080,-0.107199206,-14.02664688,-16.65553102,2.628884144,0,2.628884144,2.627097068
D-213915,0.256830626,-13.8307282,-15.52433791,1.693609701,1,1.693609701,1.708632207
D-467768,-0.069502587,-16.88423493,-15.58144539,-1.302789537,0,-1.302789537,-1.320177191
D-124369,0.337684926,-16.52367239,-14.68638013,-1.837292262,1,-1.837292262,-2.140495498
D-315162,-0.121658854,-16.16432706,-13.02894009,-3.135386971,0,-3.135386971,-2.724600454
D-125215,0.171227119,-16.63639509,-16.3186065,-0.317788597,1,-0.317788597,-0.322611066
D-079702,-0.258804404,-16.07621221,-16.58302529,0.506813081,0,0.506813081,0.510934581
D-197870,-0.111724436,-16.91656716,-15.88912305,-1.027444111,0,-1.027444111,-1.037525401
D-229296,0.028348605,-15.36652713,-16.6211396,1.254612461,1,1.254612461,1.255034977
D-172276,-0.235888103,-16.13678772,-16.61777453,0.480986811,0,0.480986811,0.482273443
D-215090,0.195021132,-15.49256282,-14.51934079,-0.97322203,1,-0.97322203,-0.984816984
D-041679,0.096866435,-13.69085608,-14.61185305,0.920996969,1,0.920996969,0.92147028
D-072305,-0.198782706,-14.68417811,-16.8439962,2.159818087,0,2.159818087,2.160538367
D-449062,-0.395655898,-14.51807125,-13.20316536,-1.314905889,0,-1.314905889,-1.262613215
D-465920,0.421232337,-15.19669331,-14.01683609,-1.179857227,1,-1.179857227,-1.288083328
D-321078,0.026907765,-13.56815647,-14.38087301,0.81271654,1,0.81271654,0.808946455
D-187584,0.226625823,-16.43859249,-16.06791957,-0.370672914,1,-0.370672914,-0.368112551
D-189309,0.080631503,-13.46112067,-13.00277873,-0.458341937,1,-0.458341937,-0.438289329
D-350985,0.025874135,-13.89123197,-14.78909993,0.897867963,1,0.897867963,0.896042005
D-418459,-0.098227781,-16.04202047,-14.50200757,-1.540012893,0,-1.540012893,-1.54977666
D-075754,0.028863232,-16.41820135,-13.96973763,-2.448463719,1,-2.448463719,-2.499288325
D-380061,0.384348498,-14.97488459,-13.05919484,-1.915689752,1,-1.915689752,-1.849709772
D-177220,-0.060377703,-16.84944006,-16.09325023,-0.756189828,0,-0.756189828,-0.760473445
D-222348,0.409860465,-16.87980528,-14.01386892,-2.865936364,1,-2.865936364,-2.901991262
D-358718,0.023254883,-15.92286446,-14.1794056,-1.743458861,1,-1.743458861,-1.743597387
D-008315,0.061888804,-15.12201407,-15.00329352,-0.118720554,1,-0.118720554,-0.112071518
D-420216,0.456813581,-14.11598562,-13.33806092,-0.777924691,1,-0.777924691,-0.349421084
D-449790,-0.185188018,-14.02231685,-16.95744678,2.935129927,0,2.935129927,2.965131936
D-084253,-0.226207267,-13.55189197,-14.91599231,1.364100342,0,1.364100342,1.379182501
D-222423,-0.208802573,-13.07979504,-13.47633496,0.396539922,0,0.396539922,0.391267937
D-074200,0.106989399,-14.52032497,-15.13575638,0.615431416,1,0.615431416,0.618528133
D-002919,0.443011226,-14.72944851,-13.57085519,-1.158593314,1,-1.158593314,-1.184308259
D-106926,0.067744921,-16.90889389,-15.23767377,-1.671220118,1,-1.671220118,-1.699529076
D-081609,-0.183772482,-16.94161824,-13.48970019,-3.451918055,0,-3.451918055,-3.355921761
D-236173,-0.202222737,-15.10154439,-15.6302997,0.528755307,0,0.528755307,0.52441765
D-256954,-0.212821608,-13.04075299,-16.73215223,3.691399241,0,3.691399241,3.638111236
D-116451,-0.057665343,-16.16164379,-16.80915033,0.647506534,0,0.647506534,0.65379935
D-278002,0.045477693,-14.2576798,-14.8330985,0.575418705,1,0.575418705,0.572117114
D-241638,-0.391507086,-14.09360162,-13.6422091,-0.451392521,0,-0.451392521,-0.497796565
D-015365,-0.14102727,-14.87594405,-14.86344714,-0.01249691,0,-0.01249691,-0.011941289
D-026436,0.271119748,-13.99722085,-13.9792176,-0.018003245,1,-0.018003245,-0.024428311
D-460696,-0.153093898,-15.92387881,-14.13925233,-1.784626476,0,-1.784626476,-1.796660375
D-054524,-0.083893059,-15.3127177,-15.25332932,-0.059388375,0,-0.059388375,-0.062747519
D-350706,0.249959111,-14.41334567,-15.57186404,1.158518378,1,1.158518378,1.167650213
D-137223,0.321503656,-15.16982644,-13.95311274,-1.216713701,1,-1.216713701,-1.23028296
D-058546,0.326836311,-13.63374738,-15.3497241,1.715976721,1,1.715976721,1.740122514
D-052706,-0.245800149,-15.15789886,-15.234324,0.076425142,0,0.076425142,0.075721054
D-341027,-0.25968568,-14.4719346,-15.5312422,1.059307604,0,1.059307604,1.061008868
D-208786,0.072063099,-13.61582212,-14.0671591,0.451336974,1,0.451336974,0.453066721
D-353077,0.173049112,-15.7833773,-15.97673078,0.193353482,1,0.193353482,0.189361939
D-479978,-0.183599804,-13.3334313,-15.83825972,2.50482842,0,2.50482842,2.500542372
D-456631,0.333826997,-14.50352968,-14.06234436,-0.441185327,1,-0.441185327,-0.440140243
D-107152,-0.005381336,-13.19206968,-13.9236826,0.731612919,0,0.731612919,0.735073186
D-205323,-0.206788744,-13.83600162,-14.11814122,0.282139597,0,0.282139597,0.284414528
D-431150,0.213965893,-15.01129279,-15.21775443,0.206461641,1,0.206461641,0.202374438
D-430369,-0.447308277,-13.44598415,-15.3694063,1.923422154,0,1.923422154,1.875924803
D-407184,0.184408409,-14.17027129,-15.42817161,1.257900317,1,1.257900317,1.252295061
D-224442,0.039569842,-15.06312396,-13.12496433,-1.938159622,1,-1.938159622,-1.925488716
D-400089,-0.291306959,-15.49613936,-14.94188468,-0.554254678,0,-0.554254678,-0.559027043
D-114201,-0.246281268,-15.24072096,-15.37789628,0.137175323,0,0.137175323,0.132060888
D-062906,-0.280147688,-15.17524847,-14.51669864,-0.658549833,0,-0.658549833,-0.659806346
D-099620,-0.093277776,-15.49254343,-13.77534713,-1.717196303,0,-1.717196303,-1.731043261
D-107293,0.05645636,-16.47122719,-13.21738527,-3.253841917,1,-3.253841917,-2.821669401
D-203020,0.40103384,-15.32600669,-14.01438206,-1.311624626,1,-1.311624626,-1.461037635
D-304379,-0.212993186,-14.39662126,-15.54585955,1.149238294,0,1.149238294,1.148115275
D-327192,0.179354208,-13.83330024,-15.57625611,1.742955861,1,1.742955861,1.74788565
D-340984,-0.068967167,-14.47421121,-14.34668277,-0.127528434,0,-0.127528434,-0.126452966
D-388873,0.219633586,-13.21801142,-13.20035759,-0.017653837,1,-0.017653837,-0.023433019
D-228833,0.46756156,-16.05849131,-13.54225891,-2.516232397,1,-2.516232397,-2.583572477
D-041942,0.065789311,-15.47773086,-13.50975945,-1.967971407,1,-1.967971407,-1.98976369
D-451937,-0.070429216,-13.10643954,-16.89570712,3.78926758,0,3.78926758,3.814278519
D-271616,0.070654181,-16.78937166,-16.66228319,-0.127088471,1,-0.127088471,-0.126225501
D-105066,0.3418263,-16.42011744,-14.27504023,-2.145077208,1,-2.145077208,-2.506690791
D-162298,-0.201638004,-15.36927995,-14.76255169,-0.60672826,0,-0.60672826,-0.612328996
D-251735,-0.033119267,-16.86753296,-16.12966929,-0.737863671,0,-0.737863671,-0.759652711
D-012742,0.098965545,-14.32995492,-14.92924012,0.599285207,1,0.599285207,0.598698753
D-180505,-0.193083729,-14.30081248,-16.23565648,1.934843995,0,1.934843995,1.942100792
D-342576,0.096353235,-13.58447454,-16.8829123,3.29843776,1,3.29843776,3.291464328
D-176088,0.010684455,-16.21827948,-15.82932118,-0.388958302,1,-0.388958302,-0.395125314
D-493128,-0.360274444,-13.33858642,-14.15423683,0.815650417,0,0.815650417,0.813693893
D-453210,0.326804988,-13.59409749,-15.00538925,1.411291763,1,1.411291763,1.460843642
D-223615,0.298647013,-14.46330128,-14.31986998,-0.143431303,1,-0.143431303,-0.146851563
D-347233,-0.219257794,-13.75343787,-13.18356375,-0.569874113,0,-0.569874113,-0.576880052
D-101554,-0.125707293,-13.8147542,-15.70267854,1.887924335,0,1.887924335,1.889932669
D-420144,-0.211390538,-13.35196552,-15.57218616,2.220220636,0,2.220220636,2.220846811
D-120448,-0.228163599,-14.22468422,-16.58334258,2.358658366,0,2.358658366,2.350708584
D-317926,0.089330954,-15.61361283,-16.20922554,0.595612707,1,0.595612707,0.594038443
D-390767,-0.256481024,-14.97518139,-15.94804384,0.972862453,0,0.972862453,0.971733598
D-175566,-0.380200562,-13.40915913,-13.61788863,0.208729503,0,0.208729503,0.203006853
D-131235,0.019246465,-15.22327978,-16.41236889,1.189089117,1,1.189089117,1.185078614
D-301246,0.069091636,-14.88003879,-15.63076612,0.750727329,1,0.750727329,0.751935526
D-218438,0.263677101,-15.98195792,-14.27117137,-1.710786546,1,-1.710786546,-1.732166412
D-034265,-0.267544086,-13.17482398,-15.11879144,1.943967461,0,1.943967461,1.946864169
D-262765,0.131573253,-13.00776965,-15.04537031,2.037600665,1,2.037600665,2.022992338
D-462242,0.084030483,-16.48245103,-14.27662019,-2.205830836,1,-2.205830836,-2.297709462
D-057152,-0.031657521,-15.50893706,-16.20505616,0.696119103,0,0.696119103,0.697463144
D-198704,-0.242794207,-15.61788061,-13.66478024,-1.953100375,0,-1.953100375,-1.915132653
D-202766,0.197063783,-16.64902096,-15.39337774,-1.255643221,1,-1.255643221,-1.267393305
D-247788,0.182636697,-14.97422751,-13.06141599,-1.91281152,1,-1.91281152,-1.895760767
D-398946,-0.107555298,-16.1109189,-16.23053627,0.119617367,0,0.119617367,0.117918575
D-051959,-0.215235471,-16.39284596,-13.08077316,-3.312072798,0,-3.312072798,-2.700076002
D-062811,0.317589086,-15.91811385,-13.69866617,-2.219447683,1,-2.219447683,-2.262143398
D-447324,-0.04161687,-14.89702178,-16.7669041,1.869882329,0,1.869882329,1.869053764
D-351917,-0.210376612,-16.65619123,-16.28112428,-0.375066951,0,-0.375066951,-0.37826264
D-464389,0.007843416,-15.33926269,-16.70457995,1.365317261,1,1.365317261,1.359728235
D-403727,0.028446934,-16.82628476,-13.70815055,-3.118134214,1,-3.118134214,-3.002281327
D-015685,-0.101451952,-15.32962177,-16.82654816,1.49692638,0,1.49692638,1.498309423
D-487760,0.373652696,-16.24891176,-13.20227116,-3.046640601,1,-3.046640601,-2.862027055
D-142180,0.091325037,-14.68409035,-15.86870929,1.184618943,1,1.184618943,1.181385932
D-499591,-0.235094289,-13.00325786,-15.72827073,2.725012871,0,2.725012871,2.698014403
D-020657,0.41319357,-13.80204181,-13.6422468,-0.159795009,1,-0.159795009,-0.177739919
D-411623,-0.161884825,-15.73682392,-14.32334622,-1.413477699,0,-1.413477699,-1.403850662
D-207735,-0.188738605,-14.89804154,-15.49978511,0.601743573,0,0.601743573,0.606131459
D-405266,-0.352844673,-15.05174871,-13.27337069,-1.778378019,0,-1.778378019,-1.698898171
D-388521,-0.193889524,-14.88757062,-16.27282091,1.385250284,0,1.385250284,1.386585246
D-149114,0.079271497,-16.17570058,-16.79675869,0.621058116,1,0.621058116,0.621939503
D-046562,0.29153981,-14.10146591,-15.82013385,1.718667937,1,1.718667937,1.756191983
D-100197,0.232451494,-16.60040175,-16.15573269,-0.444669054,1,-0.444669054,-0.436939141
D-193802,-0.26458767,-13.20593696,-13.7957461,0.58980914,0,0.58980914,0.588692669
D-081000,0.31704979,-15.42653592,-14.39225306,-1.034282861,1,-1.034282861,-1.038273871
D-204118,-0.219337537,-16.47688396,-16.71309754,0.23621358,0,0.23621358,0.233196142
D-084206,0.145408424,-15.52315694,-13.22689861,-2.296258338,1,-2.296258338,-2.163161468
D-025497,0.163173498,-13.68645735,-16.50611422,2.819656873,1,2.819656873,2.800599994
D-183755,-0.214820061,-13.27125506,-16.93413296,3.662877897,0,3.662877897,3.668079936
D-325910,0.364037986,-14.52807443,-14.10608748,-0.421986951,1,-0.421986951,-0.431841228
D-033478,0.254929751,-15.47413726,-14.09606913,-1.378068129,1,-1.378068129,-1.38213606
D-239998,-0.104928765,-13.07630367,-14.18283995,1.106536286,0,1.106536286,1.108624218
D-262867,0.108606149,-15.62969531,-15.16821091,-0.461484402,1,-0.461484402,-0.463731291
D-453813,-0.098542271,-16.61515881,-16.65588249,0.040723686,0,0.040723686,0.044843209
D-104324,0.158034407,-14.04465665,-14.74562202,0.700965376,1,0.700965376,0.701383091
D-430134,-0.162162744,-16.17399468,-13.98724481,-2.186749863,0,-2.186749863,-2.296906667
D-187625,-0.338901247,-13.26863973,-13.33990034,0.071260613,0,0.071260613,0.073068936
D-405231,-0.309291754,-15.54941313,-15.07352097,-0.475892164,0,-0.475892164,-0.459552947
D-260812,-0.399763576,-14.53730391,-14.81636214,0.279058227,0,0.279058227,0.302419678
D-239439,0.061443551,-13.07366521,-16.78498622,3.711321004,1,3.711321004,3.666783954
D-291908,-0.19845244,-13.95247021,-14.93089767,0.978427452,0,0.978427452,0.976710331
D-150434,-0.317464247,-13.84053001,-13.46891636,-0.371613651,0,-0.371613651,-0.369092416
D-389051,0.423849172,-15.19335673,-13.69066884,-1.502687896,1,-1.502687896,-1.586457542
D-007396,-0.092282135,-14.39967395,-15.39648585,0.996811905,0,0.996811905,1.000410432
D-225545,-0.141129134,-14.22384745,-14.46310142,0.239253971,0,0.239253971,0.24222422
D-485869,-0.16152546,-16.89376004,-13.66370123,-3.230058808,0,-3.230058808,-3.017650412
D-397563,-0.126722527,-15.88319567,-16.63664458,0.75344891,0,0.75344891,0.750746495
D-164385,-0.072901458,-15.60106481,-16.97757655,1.376511737,0,1.376511737,1.374645545
D-495187,0.237582966,-16.11074636,-14.50848806,-1.6022583,1,-1.6022583,-1.604567358
D-432394,-0.211138927,-14.79859419,-15.341127,0.542532815,0,0.542532815,0.543220064
D-136799,-0.358663761,-14.3851419,-16.637654,2.252512099,0,2.252512099,2.252428646
D-445482,-0.374319653,-13.84606802,-16.02246774,2.176399717,0,2.176399717,2.159363584
D-301326,0.059311933,-13.19335974,-15.11970778,1.926348037,1,1.926348037,1.920875046
D-210181,-0.032950763,-13.7487363,-16.57408926,2.825352963,0,2.825352963,2.823258683
D-003272,-0.356627103,-15.10120621,-15.31148602,0.210279814,0,0.210279814,0.212064299
D-469549,0.182348715,-13.60081237,-14.47848351,0.877671146,1,0.877671146,0.877440967
D-395131,-0.001785524,-14.91683404,-13.84226653,-1.074567513,0,-1.074567513,-1.07509919
D-246692,-0.039019225,-16.88305755,-16.53892657,-0.344130985,0,-0.344130985,-0.329450863
D-099853,-0.20134568,-14.45536338,-15.90142402,1.44606064,0,1.44606064,1.444807142
D-294682,-0.127984238,-14.99037051,-13.66317862,-1.32719188,0,-1.32719188,-1.337187554
D-286073,-0.246446221,-14.75466978,-14.54777963,-0.206890156,0,-0.206890156,-0.203184525
D-335299,0.380503537,-15.01464892,-13.9939461,-1.020702821,1,-1.020702821,-1.054501596
D-224947,0.233142753,-16.98029321,-15.63560924,-1.344683973,1,-1.344683973,-1.326191738
D-262001,0.283065509,-16.1720531,-13.92420613,-2.24784697,1,-2.24784697,-2.362046537
D-294604,0.269452869,-13.26451002,-14.03418632,0.7696763,1,0.7696763,0.763130415
D-385832,-0.04415031,-14.85142086,-13.22755654,-1.62386432,0,-1.62386432,-1.659714238
D-067607,-0.220664009,-13.13179898,-16.98925108,3.857452097,0,3.857452097,3.823892622
D-201321,0.164881431,-14.25930205,-14.01206624,-0.247235813,1,-0.247235813,-0.250007365
D-336792,0.18291102,-15.97470793,-15.48778016,-0.486927773,1,-0.486927773,-0.495144459
D-065598,-0.014419519,-13.65947288,-14.60172774,0.942254858,0,0.942254858,0.94237628
D-343358,-0.149466228,-14.95414197,-13.10743285,-1.846709121,0,-1.846709121,-1.810110217
D-019697,-0.309980931,-14.2091487,-13.84276227,-0.366386433,0,-0.366386433,-0.375231043
D-337217,-0.149327412,-14.13315276,-14.90554048,0.772387717,0,0.772387717,0.781235555
D-245620,-0.064572171,-13.24878344,-13.15238486,-0.09639858,0,-0.09639858,-0.097182162
D-117795,-0.034486714,-16.84317057,-13.28538446,-3.557786102,0,-3.557786102,-2.997354555
D-030417,-0.081012367,-13.27075167,-13.40151404,0.13076237,0,0.13076237,0.12870159
D-408756,-0.119651141,-15.97722984,-13.08081567,-2.896414171,0,-2.896414171,-2.694071837
D-157821,0.24275541,-14.11339858,-14.79562404,0.682225466,1,0.682225466,0.673057873
D-015951,-0.407591141,-13.24934938,-14.5090007,1.259651314,0,1.259651314,1.159965173
D-427255,0.103758851,-15.80941538,-13.78911058,-2.020304802,1,-2.020304802,-2.050661378
D-446053,-0.128224482,-16.73412781,-16.64669673,-0.087431087,0,-0.087431087,-0.090008383
D-174702,0.060462999,-13.82397162,-13.57062609,-0.253345527,1,-0.253345527,-0.257534234
D-367691,-0.20574467,-13.51792495,-15.60100491,2.083079959,0,2.083079959,2.095061041
D-409882,-0.055426379,-13.90127067,-16.26628519,2.365014519,0,2.365014519,2.362980957
D-065627,-0.215641732,-14.47683189,-15.23491018,0.758078288,0,0.758078288,0.759615323
